name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
alex gooden,None,None,74,205,alliance mma,light heavyweight,0,1,United States,-San Diego California-,https://www.sherdog.com/fighter/Alex-Gooden-23628
al boudreaux,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Al-Boudreaux-28060
gilbert martinez,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Gilbert-Martinez-8158
zach levee,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Zach-Levee-34637
jonathan wilson,None,None,74,205,millennia mma,light heavyweight,9,4,United States,-San Bernardino California-,https://www.sherdog.com/fighter/Jonathan-Wilson-108571
oscar jackson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Oscar-Jackson-34337
haydon maughan,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Haydon-Maughan-8069
mark fishner,None,None,None,None,None,None,0,0,USA,None,https://www.sherdog.com/fighter/Mark-Fishner-64985
rudy vasquez,None,None,None,205,the compound,light heavyweight,0,0,United States,-Oceanside California-,https://www.sherdog.com/fighter/Rudy-Vasquez-108573
dustin johnson,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Dustin-Johnson-10752
brant gibbs,None,None,None,164,jackson-wink mma,welterweight,7,0,United States,-Albuquerque New Mexico-,https://www.sherdog.com/fighter/Brant-Gibbs-11775
oscar gonzalez,None,None,None,None,team pound,None,0,1,None,None,https://www.sherdog.com/fighter/Oscar-Gonzalez-8071
eric meyer,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Eric-Meyer-10418
dustin rhodes,None,None,69,145,team wildman vale tudo,featherweight,5,4,None,None,https://www.sherdog.com/fighter/Dustin-Rhodes-17889
richie reyes,None,None,None,162,ghetto grapplers,welterweight,5,8,None,None,https://www.sherdog.com/fighter/Richie-Reyes-7529
lee king,08/14/1976,45,73,155,None,lightweight,17,18,USA,-Houston Texas-,https://www.sherdog.com/fighter/Lee-King-6785
kevin gittemeir,07/23/1976,45,68,160,None,welterweight,7,3,None,None,https://www.sherdog.com/fighter/Kevin-Gittemeir-12936
joe laughlin,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Laughlin-34148
michael kline,None,None,None,155,None,lightweight,1,3,None,None,https://www.sherdog.com/fighter/Michael-Kline-2114
lalo maldonado,11/8/1981,40,70,170,fit nhb,welterweight,2,0,United States,None,https://www.sherdog.com/fighter/Lalo-Maldonado-33013
ryan booth,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Ryan-Booth-28210
joel weldon,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Joel-Weldon-4548
james    reese,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/James-Reese-27869
shane  weingardt,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Shane-Weingardt-35758
keith wynn,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Keith-Wynn-28206
charles lafave,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Charles-Lafave-28410
kevin white,None,None,None,None,marcelo alonso jiu-jitsu,None,3,2,United States,-Puyallup Washington-,https://www.sherdog.com/fighter/Kevin-White-27805
ian boxhorn,None,None,69,161,d-evil fight team,welterweight,2,1,United States,-Attica New York-,https://www.sherdog.com/fighter/Ian-Boxhorn-5294
brian sorell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brian-Sorell-75171
cole miller,04/26/1984,37,73,145,american top team,featherweight,21,11,United States,-Augusta Georgia-,https://www.sherdog.com/fighter/Cole-Miller-13133
anthony morrison,03/29/1984,37,67,145,daddis fight camps,featherweight,20,12,United States,-Philadelphia Pennsylvania-,https://www.sherdog.com/fighter/Anthony-Morrison-16722
john harper,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/John-Harper-34431
devin surls,None,None,None,178,None,middleweight,3,2,None,None,https://www.sherdog.com/fighter/Devin-Surls-15408
phillip peterson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Phillip-Peterson-34011
aaron moser,None,None,None,None,american sombo academy,None,0,0,None,None,https://www.sherdog.com/fighter/Aaron-Moser-25061
chris ambros,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chris-Ambros-32901
dave  mickem,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Dave-Mickem-38753
dominic ratcliff,None,None,68,135,cincinnati mixed martial arts,bantamweight,0,0,None,None,https://www.sherdog.com/fighter/Dominic-Ratcliff-34435
david kaplan,11/16/1979,42,66,155,team tompkins,lightweight,3,4,United States,-Las Vegas Nevada-,https://www.sherdog.com/fighter/David-Kaplan-13848
chris higi,None,None,68,155,c-4 mma,lightweight,6,7,None,None,https://www.sherdog.com/fighter/Chris-Higi-10758
logan  johnson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Logan-Johnson-35489
thomas zapf,10/19/1973,48,70,143,cincinnati mixed martial arts,featherweight,0,0,USA,-Cincinnati Ohio-,https://www.sherdog.com/fighter/Thomas-Zapf-32365
chad leuthold,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chad-Leuthold-32547
lonnie pieffer,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Lonnie-Pieffer-27806
joey zonar,06/26/1985,36,71,155,kmaa,lightweight,1,0,None,None,https://www.sherdog.com/fighter/Joey-Zonar-32362
kevin chay,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Kevin-Chay-14471
brian richardson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brian-Richardson-34667
rob smock,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rob-Smock-32544
brian hess,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brian-Hess-34742
gabriel toribio,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Gabriel-Toribio-14466
jeremy  brown,None,None,None,None,uscaa,None,0,0,None,None,https://www.sherdog.com/fighter/Jeremy-Brown-38739
brandon brewer,None,None,None,155,modern army combatives,lightweight,2,2,USA,-New Orleans Louisiana-,https://www.sherdog.com/fighter/Brandon-Brewer-21613
mark lesley,03/16/1976,45,73,180,team truth,middleweight,0,4,USA,-Toledo Ohio-,https://www.sherdog.com/fighter/Mark-Lesley-20751
mike castles,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Mike-Castles-15964
matthew niebel,None,None,74,215,None,heavyweight,0,0,United States,None,https://www.sherdog.com/fighter/Matthew-Niebel-70909
chris tillman,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chris-Tillman-27161
jeremy hallum,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeremy-Hallum-32248
drew puzon,None,None,None,185,ricardo almeida jiu-jitsu,middleweight,3,4,United States,-Toms River New Jersey-,https://www.sherdog.com/fighter/Drew-Puzon-14469
brad loker,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brad-Loker-32542
joe downs,None,None,75,195,duneland vale tudo,light heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Joe-Downs-34158
eric dunham,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Eric-Dunham-32254
ted govola jr.,10/16/1978,43,72,185,team venom,middleweight,10,2,United States,-Pittsburgh Pennsylvania-,https://www.sherdog.com/fighter/Ted-Govola-Jr-4154
joseph benancourt,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joseph-Benancourt-32550
howard schmitz,None,None,73,185,None,middleweight,0,0,United States,-Las Vegas Nevada-,https://www.sherdog.com/fighter/Howard-Schmitz-47434
mike aldrich,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Mike-Aldrich-27828
scott lockhart,None,None,None,None,south shore sport fighting,None,3,1,None,None,https://www.sherdog.com/fighter/Scott-Lockhart-12660
rodrigo gomes,None,None,None,None,None,None,0,0,United States,None,https://www.sherdog.com/fighter/Rodrigo-Gomes-30782
mark sayer,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mark-Sayer-47435
wade whitehead,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Wade-Whitehead-32032
dawson walton,None,None,None,170,None,welterweight,0,7,United States,None,https://www.sherdog.com/fighter/Dawson-Walton-13622
leigh macneil,None,None,None,None,murphy's kickboxing,None,2,7,None,None,https://www.sherdog.com/fighter/Leigh-MacNeil-11943
hector sanchez,None,None,71,196,allaire fitness,light heavyweight,3,14,United States,-Providence Rhode Island-,https://www.sherdog.com/fighter/Hector-Sanchez-76950
robert haney,None,None,72,268,american jiu-jitsu academy,super heavyweight,0,2,USA,-Stilwell City Oklahoma-,https://www.sherdog.com/fighter/Robert-Haney-32026
zack wakeman,None,None,None,170,tai-kai,welterweight,2,1,United States,-Syracuse New York-,https://www.sherdog.com/fighter/Zack-Wakeman-25080
brian wilson,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Brian-Wilson-30788
eric cusson,None,None,71,185,hybrid fighting arts,middleweight,2,0,United States,-Franklin Massachusetts-,https://www.sherdog.com/fighter/Eric-Cusson-72735
abe clark,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Abe-Clark-33022
anthony esposito,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Anthony-Esposito-27527
josh boyle,None,None,None,None,None,None,4,1,None,None,https://www.sherdog.com/fighter/Josh-Boyle-31348
ryan lopez,05/12/1982,39,73,205,american top team okc,light heavyweight,13,12,United States,-Oklahoma City Oklahoma-,https://www.sherdog.com/fighter/Ryan-Lopez-17924
ruben lopez,None,None,67,168,None,welterweight,0,1,USA,-Holyoke Massachusetts-,https://www.sherdog.com/fighter/Ruben-Lopez-5265
luciano deolivera,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Luciano-Deolivera-27537
joe manzello,None,None,66,145,the factory,featherweight,4,7,United States,-Fitchburg Massachusetts-,https://www.sherdog.com/fighter/Joe-Manzello-10771
tom lawlor,05/15/1983,38,72,205,the jungle mma,light heavyweight,11,8,United States,-Fall River Massachusetts-,https://www.sherdog.com/fighter/Tom-Lawlor-21940
alex camarao,None,None,None,155,None,lightweight,0,2,United States,None,https://www.sherdog.com/fighter/Alex-Camarao-25336
j.f. bolduc,None,None,68,154,exarhakos,lightweight,8,7,Canada,-Montreal Quebec-,https://www.sherdog.com/fighter/JF-Bolduc-579
george marchacos,None,None,None,155,None,lightweight,0,1,United States,None,https://www.sherdog.com/fighter/George-Marchacos-25071
rich mitchell,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Rich-Mitchell-13315
jason arruda,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Arruda-30821
jordan damon,None,None,None,None,None,None,5,2,None,None,https://www.sherdog.com/fighter/Jordan-Damon-933
brett amon,None,None,69,165,None,welterweight,0,2,None,None,https://www.sherdog.com/fighter/Brett-Amon-1688
will murphy,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Will-Murphy-11942
joe borges,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Joe-Borges-32219
adam johnson,None,None,None,169,None,welterweight,3,14,United States,None,https://www.sherdog.com/fighter/Adam-Johnson-793
mac sutton,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mac-Sutton-30062
roger brackett,None,None,None,185,lakeville mma,middleweight,6,6,United States,-Lakeville Massachusetts-,https://www.sherdog.com/fighter/Roger-Brackett-15086
christopher roy,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Christopher-Roy-33609
steve fulgham,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Steve-Fulgham-3203
jesse jones,None,None,71,184,team extreme,middleweight,15,5,USA,None,https://www.sherdog.com/fighter/Jesse-Jones-613
marcus davis,08/24/1973,48,68,170,team irish,welterweight,23,11,United States,-Bangor Maine-,https://www.sherdog.com/fighter/Marcus-Davis-8592
robby roberts,None,None,70,230,fight factory mma,heavyweight,8,17,United States,-Orange Massachusetts-,https://www.sherdog.com/fighter/Robby-Roberts-20295
mike mitchell,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Mike-Mitchell-15096
scott gonyo,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Scott-Gonyo-614
chris rea,None,None,None,170,None,welterweight,0,0,United States,None,https://www.sherdog.com/fighter/Chris-Rea-249931
eddie saldana,None,None,None,185,None,middleweight,4,3,United States,-Lynn Massachusetts-,https://www.sherdog.com/fighter/Eddie-Saldana-19678
james worley,None,None,None,None,None,None,6,3,None,None,https://www.sherdog.com/fighter/James-Worley-28128
ryan verrett,None,None,None,None,None,None,3,4,None,None,https://www.sherdog.com/fighter/Ryan-Verrett-25554
bob balaschi,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Bob-Balaschi-22313
rob gagnon,None,None,None,None,None,None,0,6,None,None,https://www.sherdog.com/fighter/Rob-Gagnon-15095
micah blackman,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Micah-Blackman-32381
greg stearns,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Greg-Stearns-41347
abe pitrowski,None,None,72,170,tim burrill brazilian jiu-jitsu,welterweight,6,3,United States,-Pawtucket Rhode Island-,https://www.sherdog.com/fighter/Abe-Pitrowski-29569
jesse rebell,None,None,None,None,None,None,4,3,None,None,https://www.sherdog.com/fighter/Jesse-Rebell-14674
derek vinson,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Derek-Vinson-32384
jason dolloff,None,None,None,265,None,heavyweight,6,18,United States,-Bangor Maine-,https://www.sherdog.com/fighter/Jason-Dolloff-21531
todd solek,None,None,71,170,None,welterweight,3,10,United States,-Connecticut-,https://www.sherdog.com/fighter/Todd-Solek-29572
jason cadima,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Jason-Cadima-14668
chris    jones,None,None,None,None,None,None,2,4,United States,-Indiana-,https://www.sherdog.com/fighter/Chris-Jones-29576
derrick ward,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Derrick-Ward-24059
mike tieson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mike-Tieson-30442
sherman pendergarst,02/1/1967,55,None,61,miletich fighting systems,light heavyweight,11,18,United States,-Baltimore Maryland-,https://www.sherdog.com/fighter/Sherman-Pendergarst-12854
steve fritz,None,None,None,205,None,light heavyweight,0,0,United States,None,https://www.sherdog.com/fighter/Steve-Fritz-33813
jared palmer,None,None,None,None,None,None,4,0,None,None,https://www.sherdog.com/fighter/Jared-Palmer-20300
brad young,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Brad-Young-30126
chris dippolito,None,None,None,None,None,None,0,2,United States,None,https://www.sherdog.com/fighter/Chris-Dippolito-12860
mark reynolds,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Mark-Reynolds-33851
karolis usinskas,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Karolis-Usinskas-20301
phil gizzi,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Phil-Gizzi-21033
andy  dowe,None,None,61,205,None,light heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Andy-Dowe-39750
mile lajeunesse,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mile-Lajeunesse-35077
joe musco,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Joe-Musco-41342
jason fiori,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jason-Fiori-20877
garret robinson,None,None,70,155,None,lightweight,3,2,USA,-Utah-,https://www.sherdog.com/fighter/Garret-Robinson-35085
mike dexter,None,None,75,245,dexter mma,heavyweight,5,7,United States,-New London Connecticut-,https://www.sherdog.com/fighter/Mike-Dexter-11565
carmelo marrero,01/26/1981,41,74,255,american top team,heavyweight,16,6,United States,-Douglasville Pennsylvania-,https://www.sherdog.com/fighter/Carmelo-Marrero-12855
glen sandull,None,None,72,213,planet jiu-jitsu,heavyweight,5,4,United States,-New Jersey-,https://www.sherdog.com/fighter/Glen-Sandull-12862
joshua espinoza,None,None,None,155,None,lightweight,0,2,United States,-Utah-,https://www.sherdog.com/fighter/Joshua-Espinoza-35083
john elkins,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/John-Elkins-29743
brian olsen,None,None,73,200,team link,light heavyweight,9,1,United States,-Enfield Connecticut-,https://www.sherdog.com/fighter/Brian-Olsen-11562
braden bice,None,None,74,235,bice mma,heavyweight,7,12,United States,-Mercer Pennsylvania-,https://www.sherdog.com/fighter/Braden-Bice-19078
ricardo romero,04/15/1978,43,72,205,ama fight club,light heavyweight,11,3,United States,-North Brunswick New Jersey-,https://www.sherdog.com/fighter/Ricardo-Romero-23978
robert rodriguez,None,None,72,204,freestyle fighting academy,light heavyweight,4,0,United States,-Miami Florida-,https://www.sherdog.com/fighter/Robert-Rodriguez-46030
jed tinlin,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Jed-Tinlin-11571
adam donaldson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Adam-Donaldson-18361
john incleden,None,None,None,None,None,None,0,0,United States,-New Jersey-,https://www.sherdog.com/fighter/John-Incleden-127877
joe  stutzman,09/18/1971,50,None,220,None,heavyweight,0,2,USA,-Ft. Pierce Florida-,https://www.sherdog.com/fighter/Joe-Stutzman-44089
jason o'neil,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Jason-ONeil-38718
ken mediate,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Ken-Mediate-18360
devon williams,11/30/1985,36,73,225,None,heavyweight,0,0,United States,-Hermitage Pennsylvania-,https://www.sherdog.com/fighter/Devon-Williams-80799
alonzo roane,11/13/1978,43,71,252,spartan gym,heavyweight,4,7,United States,-Tampa Florida-,https://www.sherdog.com/fighter/Alonzo-Roane-44088
antuan mitchell,None,None,69,194,None,light heavyweight,1,1,United States,-Madison Wisconsin-,https://www.sherdog.com/fighter/Antuan-Mitchell-56560
christopher cuadra,None,None,None,135,None,bantamweight,2,2,United States,-Mercedes Texas-,https://www.sherdog.com/fighter/Christopher-Cuadra-239623
travis tackett,08/4/1990,31,74,264,team titan,heavyweight,0,0,United States,-Waverly Ohio-,https://www.sherdog.com/fighter/Travis-Tackett-71115
gino tutera,12/11/1977,44,70,227,None,heavyweight,4,2,United States,-Parrish Florida-,https://www.sherdog.com/fighter/Gino-Tutera-40807
cherry campbell,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Cherry-Campbell-56561
jeff campbell,None,None,None,144,None,featherweight,0,2,United States,-Harlingen Texas-,https://www.sherdog.com/fighter/Jeff-Campbell-239625
terry smith,09/7/1978,43,76,265,instigator fight team,heavyweight,0,0,United States,-Massillon Ohio-,https://www.sherdog.com/fighter/Terry-Smith-23804
kenny garner,01/6/1975,47,73,265,american top team,heavyweight,17,11,United States,-Port St. Lucie Florida-,https://www.sherdog.com/fighter/Kenny-Garner-40802
wayne bermudez,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Wayne-Bermudez-41593
miguel vega,01/10/1993,29,66,145,None,featherweight,4,1,United States,-Brownsville Texas-,https://www.sherdog.com/fighter/Miguel-Vega-71422
christopher thad schlichter,05/18/1983,38,75,205,team jorge gurgel,light heavyweight,3,4,United States,-Washington Court House Ohio-,https://www.sherdog.com/fighter/Christopher-Thad-Schlichter-34899
tony johnson,02/6/1986,36,73,265,nashville mma,heavyweight,16,5,United States,-Nashville Tennessee-,https://www.sherdog.com/fighter/Tony-Johnson-41069
chris barnett,06/14/1986,35,69,264,xfc,heavyweight,22,7,United States,-Tampa Florida-,https://www.sherdog.com/fighter/Chris-Barnett-45664
armando hernandez,07/18/1991,30,68,147,None,lightweight,0,0,None,None,https://www.sherdog.com/fighter/Armando-Hernandez-71423
ron hedges,None,None,None,204,higher power fighting,light heavyweight,3,2,United States,-Columbus Ohio-,https://www.sherdog.com/fighter/Ron-Hedges-15176
cedric james,11/1/1984,37,71,284,None,super heavyweight,0,7,United States,-Fort Lauderdale Florida-,https://www.sherdog.com/fighter/Cedric-James-20557
daniel perez,07/16/1984,37,75,275,extreme mma,super heavyweight,3,1,United States,-Miami Florida-,https://www.sherdog.com/fighter/Daniel-Perez-25166
joel wyatt,05/30/1986,35,71,266,fiore mma,heavyweight,8,6,United States,-Richmond Virginia-,https://www.sherdog.com/fighter/Joel-Wyatt-17368
ferrari jackson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ferrari-Jackson-15178
hector urbina,09/17/1987,34,72,170,None,welterweight,17,11,United States,-Chicago Illinois-,https://www.sherdog.com/fighter/Hector-Urbina-18168
will mora,None,None,None,None,None,None,2,4,None,None,https://www.sherdog.com/fighter/Will-Mora-19462
alvin  clarke,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Alvin-Clarke-35266
marcus thomas,None,None,None,205,team roc,light heavyweight,0,2,United States,-Winston-Salem North Carolina-,https://www.sherdog.com/fighter/Marcus-Thomas-17369
jeremy  shimae,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeremy-Shimae-37501
jake goode,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jake-Goode-19465
brandon newsome,07/15/1980,41,68,170,None,welterweight,8,10,United States,-Tulsa Oklahoma-,https://www.sherdog.com/fighter/Brandon-Newsome-22104
sam holloway,None,None,None,238,None,heavyweight,6,4,United States,None,https://www.sherdog.com/fighter/Sam-Holloway-15596
travis stout,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Travis-Stout-18457
gavin lefever,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Gavin-LeFever-48155
david frank,None,None,71,185,None,middleweight,11,10,United States,-Tulsa Oklahoma-,https://www.sherdog.com/fighter/David-Frank-12240
jeff alcorn,None,None,76,230,None,heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Jeff-Alcorn-28695
james moore,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/James-Moore-18461
eric manley,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Eric-Manley-30736
jeff lindsay,None,None,72,175,None,middleweight,16,18,None,None,https://www.sherdog.com/fighter/Jeff-Lindsay-922
wayne music,None,None,None,None,None,None,1,5,None,None,https://www.sherdog.com/fighter/Wayne-Music-7006
chris goldbaugh,None,None,72,185,bullpen fight club,middleweight,3,2,United States,-Wheeling West Virginia-,https://www.sherdog.com/fighter/Chris-Goldbaugh-18460
chip  snider,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chip-Snider-38334
steve cantu,None,None,None,None,None,None,0,1,USA,None,https://www.sherdog.com/fighter/Steve-Cantu-8723
mark selbee,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mark-Selbee-28834
mark hoppel,None,None,None,170,None,welterweight,0,1,United States,-Junction City Ohio-,https://www.sherdog.com/fighter/Mark-Hoppel-24168
daniel gale,None,None,69,170,dungeon mma,welterweight,0,0,United States,-Canton Ohio-,https://www.sherdog.com/fighter/Daniel-Gale-38333
chris canale,None,None,None,205,None,light heavyweight,1,3,United States,-Youngstown Ohio-,https://www.sherdog.com/fighter/Chris-Canale-24516
bill  eastlick,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Bill-Eastlick-38355
bill  easlick,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Bill-Easlick-38343
chris green,01/28/1985,37,74,170,team impact,welterweight,0,0,United States,-East Liverpool Ohio-,https://www.sherdog.com/fighter/Chris-Green-18475
michael revercomb,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Michael-Revercomb-20176
joe stern,None,None,70,190,None,light heavyweight,3,4,None,None,https://www.sherdog.com/fighter/Joe-Stern-925
darrin  billock,None,None,72,184,None,middleweight,0,1,United States,None,https://www.sherdog.com/fighter/Darrin-Billock-38371
roger kupfer,11/6/1983,38,71,185,None,middleweight,1,0,United States,-West Virginia-,https://www.sherdog.com/fighter/Roger-Kupfer-18476
justin giesey,None,None,74,190,None,light heavyweight,1,2,United States,-Coshocton Ohio-,https://www.sherdog.com/fighter/Justin-Giesey-20177
scott seip,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Scott-Seip-24808
tim  bennett,None,None,None,174,None,middleweight,0,0,None,None,https://www.sherdog.com/fighter/Tim-Bennett-38382
chris  alloway,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chris-Alloway-38340
andy daus,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Andy-Daus-18453
chad steinbaugh,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chad-Steinbaugh-24807
eric  rastetter,None,None,None,166,None,welterweight,0,0,United States,None,https://www.sherdog.com/fighter/Eric-Rastetter-38414
tony  carranza,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tony-Carranza-38650
kenny  tackett,None,None,None,184,None,middleweight,0,0,None,None,https://www.sherdog.com/fighter/Kenny-Tackett-38604
adrian ellis,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Adrian-Ellis-24815
jake  kissinger,None,None,None,153,None,lightweight,0,0,None,None,https://www.sherdog.com/fighter/Jake-Kissinger-38413
jacob mitchell,None,None,None,160,None,welterweight,0,0,United States,-Salem Ohio-,https://www.sherdog.com/fighter/Jacob-Mitchell-38418
rockie  hall,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rockie-Hall-38605
todd brown,12/13/1976,45,71,185,bulldog fight team,middleweight,16,4,United States,-Mishawaka Indiana-,https://www.sherdog.com/fighter/Todd-Brown-21887
dustin pague,08/5/1987,34,69,152,disciple mma,lightweight,12,11,United States,-Harrisburg Pennsylvania-,https://www.sherdog.com/fighter/Dustin-Pague-39781
brian  williamson,None,None,69,176,None,middleweight,0,0,United States,None,https://www.sherdog.com/fighter/Brian-Williamson-38419
joey  sumner,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joey-Sumner-38071
jeremy edwards,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Jeremy-Edwards-27820
joey allen,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Joey-Allen-26936
albert  miles,None,None,None,167,None,welterweight,0,0,None,None,https://www.sherdog.com/fighter/Albert-Miles-38440
jeff howard,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeff-Howard-19710
dan adams,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Dan-Adams-27825
zach davis,12/4/1983,38,72,170,None,welterweight,4,1,United States,-Rockville Maryland-,https://www.sherdog.com/fighter/Zach-Davis-26933
nathan  handshoe,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Nathan-Handshoe-38091
adam daly,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Adam-Daly-19711
jesse  swank,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jesse-Swank-37474
trevor  price,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Trevor-Price-46079
dustin davis,None,None,None,237,None,heavyweight,0,1,None,None,https://www.sherdog.com/fighter/Dustin-Davis-24626
